Mixture	Fetal Mesenchymal Stem Cells	CD14+ Monocytes	CD8+ Activated T Cells	Naive CD4+ T Cells	Naive CD8+ T Cells	Natural Killer T Cells	B Cells	Fetal GZMK+ Natural Killer	Fetal Memory CD4+ T Cells	Fetal Hofbauer Cells	Fetal Plasmacytoid Dendritic Cells	Fetal GZMB+ Natural Killer	Fetal Endothelial Cells	Fetal Syncytiotrophoblast	Fetal Fibroblasts	Cytotrophoblast	Fetal Nucleated Red Blood Cells	Maternal FCGR3A+ Monocytes	Maternal Plasma Cells	Fetal Extravillous Trophoblasts	P-value	Correlation	RMSE
STP0593	0.06875559644611685	0.01768982112288606	0.00000000000000000	0.00000000000000000	0.05182479561664841	0.11711692955570108	0.02843841291150684	0.00708219953301300	0.01219152686435398	0.03660687840853335	0.02811321197717511	0.00000000000000000	0.05940847576979190	0.11820968665092889	0.00936161582779234	0.40867543675805162	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03652541255750055	0.00000000000000000	0.97739985323937839	0.60395041294328466
STP0636	0.10945943132017495	0.03406387355290352	0.00000000000000000	0.00000000000000000	0.09570088058250931	0.05356089834592367	0.03186051436186433	0.00000000000000000	0.06097841372923772	0.07681908758440173	0.00000000000000000	0.00000000000000000	0.12117251087726753	0.02080870753997512	0.14444130027440624	0.22243338514166108	0.00113334305779793	0.00047476622759949	0.00000000000000000	0.02709288740427740	0.00000000000000000	0.92543912693423835	0.91664626612110311
STP0677	0.12108288755695547	0.00715904713599100	0.00000000000000000	0.00000000000000000	0.09209277305966679	0.05940603413281804	0.02809378541235404	0.01954089539515685	0.00000000000000000	0.07570570500319515	0.02720928585306336	0.00000000000000000	0.07928958255313756	0.18812740521600069	0.00456910424449458	0.20836818710774499	0.00032741208059155	0.00160289097992736	0.00000000000000000	0.08742500426890260	0.00000000000000000	0.98652568095838566	0.37418529731044531
STP0692	0.09765577789280300	0.01149259400660570	0.00236550848844482	0.00000000000000000	0.15136823361671220	0.05037809768873054	0.02829004843929483	0.00000000000000000	0.06398514189763689	0.05390187829740837	0.00037254701954425	0.00000000000000000	0.05613039437633330	0.16288603477821609	0.03845207883012076	0.21385060265784581	0.00046440402377583	0.00000000000000000	0.00000000000000000	0.06840665798652762	0.00000000000000000	0.99430866369352144	0.44393892622146558
STP0761	0.14413067714017014	0.01063046757437158	0.00000000000000000	0.00000000000000000	0.19018843415239040	0.04077987447565908	0.03132396669863288	0.00000000000000000	0.08477376632270002	0.06576859758817222	0.00000000000000000	0.00000000000000000	0.07434209342824068	0.11033548979473486	0.02832450472295445	0.20410727441512541	0.00012132394055895	0.00000000000000000	0.00000000000000000	0.01517352974628920	0.00000000000000000	0.98942371625347758	0.62422272661190359
STP0788	0.09773320893209532	0.02905831365243166	0.00000000000000000	0.00000000000000000	0.13349022505154479	0.04757620721049984	0.05535755188472660	0.00000000000000000	0.10254029002932145	0.06060571685511247	0.00969820935429396	0.00000000000000000	0.04090307892200890	0.10068080328190543	0.01729423726004800	0.16109972305932752	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.14396243450668422	0.00000000000000000	0.98306855543629623	0.64130203694041210
STP0793	0.14710545880495088	0.01980924187855020	0.00000000000000000	0.00000000000000000	0.14352523652776120	0.04775424412402991	0.07184449718718966	0.00000000000000000	0.09218002609095617	0.05001218781232701	0.00000000000000000	0.00000000000000000	0.06652256911992079	0.07554987022465223	0.03508710767290556	0.16543709242777382	0.00005104054367230	0.00000000000000000	0.00000000000000000	0.08512142758531042	0.00000000000000000	0.95012444841576948	0.74201142706720247
STP0852	0.06926484676159346	0.01906260643657253	0.01065307901484225	0.00000000000000000	0.08391879824146405	0.02086649452946863	0.05843353035767898	0.00000000000000000	0.06695199270009178	0.05550075462250480	0.00082007270641521	0.00352330273238878	0.03408731414349291	0.03385714400826516	0.00781006650886528	0.10275650412660250	0.00075163951558030	0.00000000000000000	0.00000000000000000	0.43174185359417344	0.00000000000000000	0.97444878589267203	0.81001817228873285
STP0867	0.13624789387506572	0.02119964270136480	0.00000000000000000	0.00000000000000000	0.15354776629656097	0.06446781541846697	0.05298334097731244	0.00000000000000000	0.09276042802971091	0.05642961128281637	0.00000000000000000	0.00000000000000000	0.06382405061711514	0.08760399028672644	0.03613324323221414	0.19524290772879402	0.00115738892417605	0.00000000000000000	0.00000000000000000	0.03840192062967594	0.00000000000000000	0.98564709728521593	0.69660262232740455
STP0888	0.11967267799941510	0.01948251999919081	0.00000000000000000	0.00000000000000000	0.14460043308891296	0.07926242876721384	0.04829388300023372	0.00000000000000000	0.05254516284340903	0.07039052178355783	0.01551386234450748	0.00000000000000000	0.05174604990697186	0.12848514171510528	0.01813914705617451	0.19820214573715975	0.00087447389971420	0.00000000000000000	0.00000000000000000	0.05279155185843363	0.00000000000000000	0.97292407308997175	0.57430807531661787
STP0903	0.12190157569385376	0.02150294338624530	0.00000000000000000	0.00000000000000000	0.15308396268239707	0.07266115400337592	0.04819905985062087	0.00000000000000000	0.06362213773492295	0.07058035872978541	0.00000000000000000	0.00000000000000000	0.04963500541070003	0.10794844987707630	0.01711038807886924	0.17459940754764827	0.00099149804662277	0.00000000000000000	0.00000000000000000	0.09816405895788205	0.00000000000000000	0.99024835760289553	0.61990749424678993
