## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/smit1924/preeclampsia_sex_chromosome_informed/clearBoxRawData/bamFiles/STP_0148_T_S10_GRCh38_Aligned.sortedByCoord.out.bam --OUTPUT /home/smit1924/preeclampsia_sex_chromosome_informed/clearBoxRawData/bamFiles/deduplicated_data/STP0148_marked_duplicates.bam --METRICS_FILE /home/smit1924/preeclampsia_sex_chromosome_informed/clearBoxRawData/bamFiles/deduplicated_data/STP0148_mark_dup_metrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Apr 16 12:59:20 ACST 2024

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
library	0	46346222	38653186	0	0	26759698	10318	0.577387	22428008

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
80.0	1.145073	511	0	509
81.0	1.145073	489	2	489
82.0	1.145073	501	0	500
83.0	1.145073	483	0	484
84.0	1.145073	459	0	459
85.0	1.145073	450	0	449
86.0	1.145073	451	0	451
87.0	1.145073	435	0	436
88.0	1.145073	425	0	425
89.0	1.145073	387	1	386
90.0	1.145073	369	1	371
91.0	1.145073	383	1	383
92.0	1.145073	374	0	373
93.0	1.145073	384	0	385
94.0	1.145073	384	0	384
95.0	1.145073	357	1	356
96.0	1.145073	351	0	351
97.0	1.145073	339	0	339
98.0	1.145073	375	0	375
99.0	1.145073	359	1	362
100.0	1.145073	330	0	326
101.0	0	319	0	321
102.0	0	325	0	325
103.0	0	309	0	307
104.0	0	316	0	317
105.0	0	291	0	291
106.0	0	318	0	320
107.0	0	293	0	292
108.0	0	273	1	271
109.0	0	275	1	276
110.0	0	284	0	284
111.0	0	283	0	282
112.0	0	279	0	280
113.0	0	297	0	296
114.0	0	274	1	275
115.0	0	261	0	262
116.0	0	241	0	239
117.0	0	262	0	262
118.0	0	217	0	219
119.0	0	228	0	226
120.0	0	214	0	215
121.0	0	242	0	241
122.0	0	219	0	220
123.0	0	245	0	246
124.0	0	234	0	232
125.0	0	231	0	231
126.0	0	219	0	220
127.0	0	192	0	191
128.0	0	185	0	186
129.0	0	219	0	218
130.0	0	212	0	214
131.0	0	188	0	190
132.0	0	177	0	173
133.0	0	160	0	162
134.0	0	191	0	192
135.0	0	173	0	171
136.0	0	204	0	203
137.0	0	165	1	166
138.0	0	170	1	171
139.0	0	197	0	196
140.0	0	184	0	184
141.0	0	186	0	186
142.0	0	170	0	171
143.0	0	174	0	172
144.0	0	143	0	144
145.0	0	153	1	152
146.0	0	175	0	177
147.0	0	149	0	147
148.0	0	156	0	157
149.0	0	167	0	168
150.0	0	157	0	156
151.0	0	154	0	154
152.0	0	164	0	163
153.0	0	159	0	159
154.0	0	146	0	146
155.0	0	144	1	144
156.0	0	161	0	161
157.0	0	136	0	137
158.0	0	160	0	159
159.0	0	154	0	155
160.0	0	140	0	141
161.0	0	135	0	134
162.0	0	128	1	128
163.0	0	129	0	129
164.0	0	140	0	139
165.0	0	139	0	139
166.0	0	132	0	132
167.0	0	108	0	109
168.0	0	122	0	123
169.0	0	131	0	129
170.0	0	117	0	118
171.0	0	130	0	130
172.0	0	99	0	99
173.0	0	120	0	120
174.0	0	122	0	121
175.0	0	131	0	131
176.0	0	106	0	106
177.0	0	107	0	107
178.0	0	110	0	112
179.0	0	120	0	118
180.0	0	100	0	102
181.0	0	109	0	108
182.0	0	105	0	105
183.0	0	98	0	97
184.0	0	106	0	107
185.0	0	101	0	103
186.0	0	115	0	114
187.0	0	114	0	112
188.0	0	106	0	106
189.0	0	85	0	85
190.0	0	95	0	95
191.0	0	88	0	90
192.0	0	106	0	104
193.0	0	104	0	104
194.0	0	117	0	117
195.0	0	81	0	81
196.0	0	112	0	113
197.0	0	90	0	89
198.0	0	82	0	82
199.0	0	78	0	78
200.0	0	85	0	85
201.0	0	88	0	90
202.0	0	81	0	80
203.0	0	87	0	86
204.0	0	87	0	89
205.0	0	72	0	70
206.0	0	79	0	81
207.0	0	91	0	90
208.0	0	92	0	92
209.0	0	94	0	94
210.0	0	102	0	101
211.0	0	90	0	90
212.0	0	82	0	83
213.0	0	72	0	73
214.0	0	83	0	82
215.0	0	69	0	70
216.0	0	74	0	74
217.0	0	58	0	56
218.0	0	79	0	79
219.0	0	73	0	74
220.0	0	73	0	73
221.0	0	80	0	79
222.0	0	89	0	89
223.0	0	81	0	81
224.0	0	58	0	61
225.0	0	78	0	76
226.0	0	66	0	66
227.0	0	69	0	70
228.0	0	68	0	67
229.0	0	63	0	65
230.0	0	61	0	59
231.0	0	61	0	60
232.0	0	72	0	73
233.0	0	72	0	73
234.0	0	74	0	73
235.0	0	67	0	67
236.0	0	59	0	60
237.0	0	61	0	59
238.0	0	68	0	69
239.0	0	67	0	67
240.0	0	70	0	69
241.0	0	75	0	76
242.0	0	65	0	64
243.0	0	80	0	81
244.0	0	71	0	70
245.0	0	63	0	63
246.0	0	54	0	54
247.0	0	67	0	67
248.0	0	66	0	67
249.0	0	71	0	73
250.0	0	51	0	49
251.0	0	55	0	56
252.0	0	79	0	78
253.0	0	59	0	59
254.0	0	63	0	62
255.0	0	52	0	53
256.0	0	53	0	52
257.0	0	51	0	51
258.0	0	57	0	57
259.0	0	50	0	50
260.0	0	48	0	49
261.0	0	47	0	47
262.0	0	53	0	53
263.0	0	51	0	50
264.0	0	66	0	68
265.0	0	58	0	57
266.0	0	59	0	60
267.0	0	42	0	42
268.0	0	64	0	63
269.0	0	48	0	48
270.0	0	48	0	48
271.0	0	52	0	51
272.0	0	57	0	58
273.0	0	52	0	52
274.0	0	46	0	46
275.0	0	49	0	49
276.0	0	58	0	60
277.0	0	57	0	54
278.0	0	46	0	46
279.0	0	48	0	49
280.0	0	39	0	39
281.0	0	43	0	42
282.0	0	50	0	50
283.0	0	52	0	53
284.0	0	44	0	43
285.0	0	43	0	44
286.0	0	56	0	55
287.0	0	47	0	47
288.0	0	47	0	47
289.0	0	49	0	50
290.0	0	55	0	56
291.0	0	53	0	51
292.0	0	42	0	43
293.0	0	38	0	39
294.0	0	56	0	57
295.0	0	30	0	27
296.0	0	29	0	29
297.0	0	41	0	42
298.0	0	42	0	41
299.0	0	46	0	48
300.0	0	45	0	44
301.0	0	43	0	42
302.0	0	24	0	25
303.0	0	36	0	35
304.0	0	39	0	39
305.0	0	45	0	45
306.0	0	32	0	32
307.0	0	41	0	41
308.0	0	45	0	45
309.0	0	42	0	43
310.0	0	39	0	38
311.0	0	45	0	46
312.0	0	37	0	37
313.0	0	30	0	29
314.0	0	32	0	33
315.0	0	45	0	45
316.0	0	37	0	36
317.0	0	40	0	40
318.0	0	40	0	40
319.0	0	35	0	36
320.0	0	30	0	30
321.0	0	35	0	35
322.0	0	42	0	43
323.0	0	34	0	32
324.0	0	33	0	33
325.0	0	27	0	27
326.0	0	30	0	32
327.0	0	34	0	34
328.0	0	37	0	37
329.0	0	32	0	31
330.0	0	36	0	35
331.0	0	35	0	38
332.0	0	32	0	31
333.0	0	24	0	24
334.0	0	32	0	30
335.0	0	43	0	45
336.0	0	39	0	40
337.0	0	30	0	29
338.0	0	34	0	32
339.0	0	26	0	26
340.0	0	24	0	24
341.0	0	37	0	37
342.0	0	34	0	35
343.0	0	29	0	29
344.0	0	41	0	41
345.0	0	26	0	25
346.0	0	32	0	33
347.0	0	39	0	40
348.0	0	43	0	43
349.0	0	30	0	29
350.0	0	34	0	35
351.0	0	31	0	30
352.0	0	22	0	21
353.0	0	23	0	24
354.0	0	39	0	39
355.0	0	26	0	26
356.0	0	27	0	26
357.0	0	30	0	30
358.0	0	32	0	33
359.0	0	36	0	37
360.0	0	31	0	29
361.0	0	20	0	21
362.0	0	34	0	33
363.0	0	24	0	25
364.0	0	30	0	30
365.0	0	37	1	37
366.0	0	27	0	26
367.0	0	35	0	36
368.0	0	25	0	24
369.0	0	23	0	23
370.0	0	26	0	27
371.0	0	24	0	24
372.0	0	25	0	25
373.0	0	31	0	30
374.0	0	21	0	21
375.0	0	22	0	22
376.0	0	25	0	26
377.0	0	31	0	30
378.0	0	39	0	40
379.0	0	38	1	39
380.0	0	25	0	25
381.0	0	30	0	30
382.0	0	24	0	23
383.0	0	20	0	20
384.0	0	26	0	25
385.0	0	24	0	25
386.0	0	30	0	29
387.0	0	35	0	37
388.0	0	27	0	27
389.0	0	28	0	27
390.0	0	24	0	26
391.0	0	31	0	28
392.0	0	29	0	29
393.0	0	29	0	30
394.0	0	33	0	33
395.0	0	21	0	20
396.0	0	28	0	29
397.0	0	14	0	13
398.0	0	28	0	29
399.0	0	25	0	24
400.0	0	25	0	27
401.0	0	30	0	29
402.0	0	26	0	25
403.0	0	17	0	18
404.0	0	18	0	18
405.0	0	19	0	19
406.0	0	24	0	24
407.0	0	15	0	15
408.0	0	17	0	17
409.0	0	20	0	20
410.0	0	29	0	28
411.0	0	22	0	24
412.0	0	19	0	17
413.0	0	31	0	32
414.0	0	12	0	12
415.0	0	18	0	18
416.0	0	18	0	17
417.0	0	28	0	28
418.0	0	16	0	17
419.0	0	34	0	35
420.0	0	19	0	19
421.0	0	13	0	12
422.0	0	18	0	18
423.0	0	28	0	27
424.0	0	23	0	23
425.0	0	17	0	19
426.0	0	20	0	19
427.0	0	30	0	33
428.0	0	23	0	19
429.0	0	18	0	20
430.0	0	24	0	23
431.0	0	27	0	27
432.0	0	27	0	26
433.0	0	22	0	22
434.0	0	23	0	23
435.0	0	21	0	23
436.0	0	21	0	19
437.0	0	16	0	17
438.0	0	16	0	16
439.0	0	11	0	11
440.0	0	20	0	20
441.0	0	27	0	26
442.0	0	19	0	19
443.0	0	19	0	19
444.0	0	19	0	19
445.0	0	17	0	18
446.0	0	24	0	25
447.0	0	15	0	13
448.0	0	16	0	17
449.0	0	22	0	23
450.0	0	23	0	22
451.0	0	12	0	11
452.0	0	13	0	14
453.0	0	15	0	14
454.0	0	14	0	14
455.0	0	16	0	17
456.0	0	21	0	21
457.0	0	18	0	17
458.0	0	16	0	17
459.0	0	18	0	20
460.0	0	19	0	16
461.0	0	18	0	19
462.0	0	18	0	17
463.0	0	14	0	16
464.0	0	16	0	15
465.0	0	24	0	24
466.0	0	17	0	16
467.0	0	17	0	17
468.0	0	12	0	12
469.0	0	25	0	27
470.0	0	16	0	16
471.0	0	21	0	20
472.0	0	18	0	18
473.0	0	20	0	19
474.0	0	24	0	24
475.0	0	4	0	5
476.0	0	12	0	11
477.0	0	18	0	19
478.0	0	24	0	24
479.0	0	12	0	13
480.0	0	22	0	22
481.0	0	13	0	11
482.0	0	13	0	13
483.0	0	17	0	19
484.0	0	26	0	25
485.0	0	16	0	17
486.0	0	20	0	18
487.0	0	20	0	21
488.0	0	17	0	16
489.0	0	22	0	22
490.0	0	19	0	19
491.0	0	16	0	17
492.0	0	19	0	18
493.0	0	12	0	14
494.0	0	14	0	14
495.0	0	13	0	11
496.0	0	5	0	7
497.0	0	16	0	14
498.0	0	19	0	19
499.0	0	14	0	14
500.0	0	11	0	12
501.0	0	20	0	19
502.0	0	11	0	12
503.0	0	13	0	13
504.0	0	13	0	12
505.0	0	13	0	13
506.0	0	11	0	12
507.0	0	19	0	19
508.0	0	15	0	14
509.0	0	13	0	13
510.0	0	10	0	11
511.0	0	14	0	14
512.0	0	14	0	13
513.0	0	8	0	9
514.0	0	22	0	21
515.0	0	10	0	10
516.0	0	9	0	10
517.0	0	15	0	15
518.0	0	16	0	15
519.0	0	9	0	12
520.0	0	21	0	19
521.0	0	18	0	17
522.0	0	10	0	11
523.0	0	12	0	11
524.0	0	16	0	16
525.0	0	10	0	11
526.0	0	9	0	9
527.0	0	16	0	15
528.0	0	9	0	10
529.0	0	17	0	16
530.0	0	7	0	9
531.0	0	20	0	21
532.0	0	19	0	16
533.0	0	15	0	16
534.0	0	14	0	13
535.0	0	7	0	8
536.0	0	15	0	14
537.0	0	14	0	15
538.0	0	18	0	18
539.0	0	14	0	13
540.0	0	17	0	17
541.0	0	9	0	10
542.0	0	15	0	16
543.0	0	16	0	15
544.0	0	10	0	9
545.0	0	14	0	14
546.0	0	12	0	12
547.0	0	14	0	14
548.0	0	8	0	8
549.0	0	10	0	10
550.0	0	17	0	19
551.0	0	11	0	9
552.0	0	12	0	14
553.0	0	11	0	10
554.0	0	13	0	12
555.0	0	11	0	11
556.0	0	12	0	12
557.0	0	10	0	11
558.0	0	14	0	15
559.0	0	11	0	11
560.0	0	20	0	19
561.0	0	12	0	12
562.0	0	11	0	10
563.0	0	15	0	15
564.0	0	9	0	10
565.0	0	10	0	12
566.0	0	18	0	16
567.0	0	15	0	15
568.0	0	11	0	10
569.0	0	11	0	12
570.0	0	16	0	15
571.0	0	10	0	13
572.0	0	11	0	8
573.0	0	14	0	14
574.0	0	14	0	14
575.0	0	8	0	8
576.0	0	14	0	14
577.0	0	7	0	8
578.0	0	10	0	9
579.0	0	13	0	14
580.0	0	12	0	13
581.0	0	12	0	10
582.0	0	8	0	10
583.0	0	10	0	8
584.0	0	13	0	15
585.0	0	11	0	9
586.0	0	4	0	5
587.0	0	10	0	9
588.0	0	14	0	14
589.0	0	13	0	14
590.0	0	12	0	11
591.0	0	10	0	10
592.0	0	10	0	11
593.0	0	11	0	11
594.0	0	12	0	12
595.0	0	12	0	11
596.0	0	12	0	15
597.0	0	13	0	11
598.0	0	9	0	11
599.0	0	14	0	11
600.0	0	9	0	12
601.0	0	16	0	14
602.0	0	16	0	16
603.0	0	14	0	13
604.0	0	14	0	15
605.0	0	7	0	6
606.0	0	5	0	5
607.0	0	6	0	7
608.0	0	10	0	10
609.0	0	12	0	14
610.0	0	7	0	6
611.0	0	11	0	10
612.0	0	10	0	9
613.0	0	6	0	8
614.0	0	14	0	12
615.0	0	8	0	9
616.0	0	12	0	12
617.0	0	11	0	10
618.0	0	10	0	10
619.0	0	12	0	13
620.0	0	7	0	6
621.0	0	6	0	7
622.0	0	8	0	7
623.0	0	8	0	10
624.0	0	18	0	18
625.0	0	6	0	5
626.0	0	10	0	9
627.0	0	17	0	19
628.0	0	8	0	6
629.0	0	8	0	8
630.0	0	7	0	7
631.0	0	8	0	9
632.0	0	6	0	6
633.0	0	7	0	6
634.0	0	11	0	13
635.0	0	14	0	14
636.0	0	16	0	15
637.0	0	10	0	10
638.0	0	6	0	5
639.0	0	13	0	13
640.0	0	12	0	15
641.0	0	9	0	8
642.0	0	12	0	11
643.0	0	3	0	4
644.0	0	10	0	11
645.0	0	14	0	12
646.0	0	8	0	7
647.0	0	11	0	11
648.0	0	11	0	11
649.0	0	12	0	12
650.0	0	11	0	13
651.0	0	13	0	11
652.0	0	7	0	8
653.0	0	9	0	10
654.0	0	10	0	9
655.0	0	6	0	7
656.0	0	9	0	9
657.0	0	7	1	5
658.0	0	11	0	11
659.0	0	10	0	10
660.0	0	10	0	13
661.0	0	16	0	16
662.0	0	14	0	13
663.0	0	17	0	16
664.0	0	8	0	7
665.0	0	5	0	6
666.0	0	8	0	8
667.0	0	7	0	7
668.0	0	5	0	4
669.0	0	9	0	10
670.0	0	9	0	10
671.0	0	7	0	6
672.0	0	10	0	9
673.0	0	8	0	8
674.0	0	8	0	9
675.0	0	9	0	8
676.0	0	11	0	12
677.0	0	6	0	5
678.0	0	13	0	13
679.0	0	9	0	10
680.0	0	9	0	8
681.0	0	4	0	5
682.0	0	10	0	9
683.0	0	11	0	11
684.0	0	7	0	8
685.0	0	15	0	16
686.0	0	13	0	13
687.0	0	6	0	6
688.0	0	11	0	11
689.0	0	8	0	6
690.0	0	9	0	11
691.0	0	11	0	10
692.0	0	7	0	7
693.0	0	7	0	7
694.0	0	14	0	13
695.0	0	9	0	10
696.0	0	3	0	3
697.0	0	7	0	6
698.0	0	9	0	11
699.0	0	7	0	8
700.0	0	7	0	5
701.0	0	7	0	6
702.0	0	3	0	5
703.0	0	7	0	5
704.0	0	6	0	8
705.0	0	12	0	12
706.0	0	12	0	11
707.0	0	8	0	7
708.0	0	10	0	10
709.0	0	13	0	13
710.0	0	8	0	8
711.0	0	10	0	11
712.0	0	11	0	15
713.0	0	12	0	8
714.0	0	8	0	7
715.0	0	7	0	7
716.0	0	11	0	11
717.0	0	6	0	6
718.0	0	4	0	4
719.0	0	7	0	8
720.0	0	6	0	6
721.0	0	10	0	9
722.0	0	11	0	11
723.0	0	4	0	4
724.0	0	9	0	9
725.0	0	2	0	2
726.0	0	6	0	6
727.0	0	7	0	7
728.0	0	10	0	10
729.0	0	9	0	9
730.0	0	10	0	10
731.0	0	5	0	5
732.0	0	3	0	3
733.0	0	3	0	4
734.0	0	9	0	9
735.0	0	6	0	5
736.0	0	5	0	5
737.0	0	10	0	10
738.0	0	3	0	5
739.0	0	6	0	5
740.0	0	6	0	5
741.0	0	7	0	9
742.0	0	7	0	8
743.0	0	10	0	8
744.0	0	5	0	4
745.0	0	4	0	7
746.0	0	7	0	5
747.0	0	10	0	11
748.0	0	7	0	5
749.0	0	5	0	6
750.0	0	3	0	2
751.0	0	8	0	8
752.0	0	8	0	8
753.0	0	3	0	4
754.0	0	10	0	11
755.0	0	7	0	5
756.0	0	10	0	10
757.0	0	8	0	10
758.0	0	9	0	7
759.0	0	6	0	6
760.0	0	4	0	4
761.0	0	6	0	6
762.0	0	5	0	7
763.0	0	6	0	5
764.0	0	4	0	4
765.0	0	8	0	7
766.0	0	8	0	8
767.0	0	3	0	3
768.0	0	9	0	11
769.0	0	11	0	10
770.0	0	4	0	4
771.0	0	8	0	8
772.0	0	3	0	2
773.0	0	5	0	7
774.0	0	9	0	7
775.0	0	7	0	9
776.0	0	7	0	5
777.0	0	4	0	4
778.0	0	8	0	9
779.0	0	6	0	7
780.0	0	6	0	5
781.0	0	4	0	6
782.0	0	7	0	6
783.0	0	8	0	6
784.0	0	3	0	4
785.0	0	10	0	10
786.0	0	6	0	6
787.0	0	4	0	3
788.0	0	6	0	7
789.0	0	4	0	4
790.0	0	4	0	3
791.0	0	4	0	5
792.0	0	9	0	8
793.0	0	3	0	4
794.0	0	5	0	4
795.0	0	3	0	4
796.0	0	4	0	5
797.0	0	6	0	5
798.0	0	3	0	2
799.0	0	6	0	7
800.0	0	7	0	8
801.0	0	7	0	5
802.0	0	6	0	8
803.0	0	11	0	9
804.0	0	1	0	1
805.0	0	8	0	10
806.0	0	8	0	6
807.0	0	3	0	6
808.0	0	11	0	8
809.0	0	2	0	4
810.0	0	6	0	4
811.0	0	5	0	5
812.0	0	3	0	3
813.0	0	7	0	9
814.0	0	4	0	3
815.0	0	14	0	14
816.0	0	7	0	6
817.0	0	3	0	3
818.0	0	2	0	2
819.0	0	3	0	3
820.0	0	9	0	10
821.0	0	6	0	5
822.0	0	6	0	6
823.0	0	8	0	8
824.0	0	3	0	3
825.0	0	8	0	9
826.0	0	3	0	3
827.0	0	5	0	4
828.0	0	3	0	4
829.0	0	8	0	7
830.0	0	10	0	11
831.0	0	8	0	7
832.0	0	6	0	6
833.0	0	5	0	5
834.0	0	6	0	7
835.0	0	5	0	5
836.0	0	6	0	5
837.0	0	7	0	8
838.0	0	5	0	4
839.0	0	6	0	7
840.0	0	2	0	2
841.0	0	5	0	4
842.0	0	4	0	4
843.0	0	7	0	8
844.0	0	5	0	5
845.0	0	4	0	4
846.0	0	6	0	5
847.0	0	5	0	5
848.0	0	10	0	11
849.0	0	7	0	7
850.0	0	5	0	5
851.0	0	4	0	4
852.0	0	4	0	3
853.0	0	8	0	8
854.0	0	6	0	6
855.0	0	5	0	7
856.0	0	2	0	1
857.0	0	3	0	5
858.0	0	6	0	3
859.0	0	4	0	5
860.0	0	7	0	6
861.0	0	1	0	2
862.0	0	6	0	5
863.0	0	4	0	4
864.0	0	3	0	3
865.0	0	4	0	4
866.0	0	2	0	4
867.0	0	4	0	4
868.0	0	4	0	2
869.0	0	2	0	3
870.0	0	4	0	4
871.0	0	5	0	4
872.0	0	3	0	3
873.0	0	6	0	8
874.0	0	6	0	4
875.0	0	7	0	8
876.0	0	6	0	6
877.0	0	2	0	1
878.0	0	4	0	4
879.0	0	1	0	2
880.0	0	6	0	5
881.0	0	7	0	9
882.0	0	5	0	3
883.0	0	3	0	5
884.0	0	4	0	2
885.0	0	4	0	5
886.0	0	2	0	2
887.0	0	5	0	7
888.0	0	5	0	3
889.0	0	4	0	3
890.0	0	5	0	6
891.0	0	7	0	6
892.0	0	3	0	4
893.0	0	5	0	4
894.0	0	2	0	2
895.0	0	2	0	3
896.0	0	3	0	2
897.0	0	2	0	2
898.0	0	2	0	3
899.0	0	11	0	10
900.0	0	2	0	2
901.0	0	3	0	4
902.0	0	4	0	3
903.0	0	1	0	3
904.0	0	8	0	6
905.0	0	3	0	3
906.0	0	5	0	5
907.0	0	2	0	2
908.0	0	4	0	4
909.0	0	5	0	5
910.0	0	5	0	5
912.0	0	6	0	9
913.0	0	9	0	8
914.0	0	8	0	7
915.0	0	3	0	2
916.0	0	4	0	5
