NAME	Fetal Mesenchymal Stem Cells	Fetal CD14+ Monocytes	Fetal CD8+ Activated T Cells	Fetal Naive CD4+ T Cells	Fetal Naive CD8+ T Cells	Fetal Natural Killer T Cells	Fetal B Cells	Fetal GZMK+ Natural Killer	Fetal Memory CD4+ T Cells	Fetal Hofbauer Cells	Fetal Plasmacytoid Dendritic Cells	Fetal GZMB+ Natural Killer	Fetal Endothelial Cells	Fetal Syncytiotrophoblast	Fetal Fibroblasts	Fetal Cytotrophoblasts	Fetal Proliferative Cytotrophoblasts	Fetal Nucleated Red Blood Cells	Maternal CD8+ Activated T Cells	Maternal Naive CD4+ T Cells	Maternal FCGR3A+ Monocytes	Maternal CD14+ Monocytes	Maternal Natural Killer Cells	Maternal B Cells	Maternal Plasma Cells	Maternal Naive CD8+ T Cells	Fetal Extravillous Trophoblasts
ABCB1	1.07981059986923866	1.88218428829782636	51.28295540856878887	12.47565444288226288	32.04260828143764428	38.12387342066923424	5.07253964996093210	117.07265514798656625	18.91947929455977828	3.85272026227507158	8.29682274985224488	23.75071165226453473	1.00000000000000000	1.00000000000000000	1.00000000000000000	15.17305653147214173	9.82932797575052319	1.00000000000000000	20.19192170361369421	3.57279460193263976	1.47677723422456975	1.44404776177725847	50.54146844841343977	21.31082251594646237	1.00000000000000000	9.96279119384553802	1.10534374077363307
ABCB4	1.00000000000000000	1.00000000000000000	3.04625351444040415	1.00000000000000000	1.00000000000000000	1.00000000000000000	19.08050429701093620	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.96297882119687506	1.16706937068768313	1.00000000000000000	1.27725838041180628	1.00000000000000000	1.38030432192524066	1.00000000000000000	1.00000000000000000	27.96250208952436367	4.18398329045566619	1.00000000000000000	1.00000000000000000
ABCB9	2.30565853424866773	2.70167283070453523	2.28445734638797315	3.77965713074069587	3.54680697293929281	4.22258386774514793	3.51717178759002547	9.79547874460540058	3.40291040508264864	1.34600998584819176	1.00000000000000000	19.66911068548299824	1.65462282808360417	1.00000000000000000	1.95462477518586653	5.58165569633266134	3.39261153607594679	1.00000000000000000	2.29871610084937483	3.80114931521491206	2.03372528750484749	2.37078765815301962	4.38637392396962245	2.15522398060147680	2.99227396157700998	2.10539621397531374	1.91114080585769175
ABCC3	20.70482362980689217	5.77216863758642607	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	3.27638937847946288	1.00000000000000000	6.86678869587151386	1.14077093767099291	1.00000000000000000	7.00144572567909940	1.19524128712807221	1.07082477941507470	1.00000000000000000	1.56152645351122854	1.00000000000000000	26.56398160998172031	4.77041556410112566	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.54301727787873189
ABCC5	6.42806130714661705	5.74788078266503977	11.03264649272654374	5.64168772962259002	5.05004541992975486	4.12509765930184535	4.07010002100474289	6.55941626129253752	1.00000000000000000	53.58673673717763819	27.56710572608857746	12.49670550407079261	5.93184128184292625	1.00000000000000000	13.84424365330732520	4.34276856375141662	5.29930576318183100	3.80740368499814874	10.34213696411054428	10.24512480467205222	18.71610991011549885	4.63826991653062137	3.90458124164031606	4.75049237192975227	1.99613698078850255	7.75149995970709771	6.45340014449330823
ABCG1	4.77996269246597105	10.75326456301773348	34.25758937651765734	15.93699054524102010	27.83179846275431046	19.79610941501316645	54.58679018273724637	35.16390737550302958	17.99368087330714872	18.26244613351002499	4.86360504272172278	37.07729237481750317	22.50830475021029287	3.11885176822661192	2.14174019473521327	8.90265656308156927	5.62281364567048669	1.00000000000000000	12.25455089512266227	12.27710517548838354	16.03644862165718621	10.72492579632396215	9.03964503022866595	12.26798706914643589	7.73647156888335097	4.03566938084839144	15.26092473809413264
ABCG2	3.72662673731210070	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.74676631516376069	1.00000000000000000	1.00000000000000000	1.00000000000000000	2.76971104158113279	63.24298491181490078	2.33334044448236888	1.00000000000000000	17.55717737933462175	29.79936429181217861	4.38103650553415935	8.91558183098874224	5.11466462508057074	5.71493502819526977	1.64808920237183054	1.00000000000000000	4.87376260628542912	1.00000000000000000	1.00000000000000000	1.73899124738766497	1.00000000000000000	1.00000000000000000	3.78539378184837538
ABHD11	13.26827109995792320	5.25935180824732651	13.08470107197278409	5.79560022672211428	2.89842820062267981	7.29540261753325581	5.34371410315173101	1.00000000000000000	3.59883364346081835	19.26345939338783708	5.65636058856398716	15.78983642440920931	12.77414575154445586	95.49503447750784346	11.78766699317128364	42.38977890051206998	45.64216058609947169	1.00000000000000000	4.32618625172113891	5.00854823947793193	11.72778654840980295	2.22542433408562745	9.09569741842272883	8.26250006244090329	2.56205091036325738	9.06676417197712503	27.61726620540546762
ABHD15	3.63041688492257819	3.79748023700367687	58.14642833401507005	3.16543632664588737	2.49374122427030676	18.84427278843213216	21.11853392007142460	42.27957014970583316	3.33562518717441714	8.26502911408238283	1.00000000000000000	12.75286113302595581	1.89744491130240989	1.00000000000000000	2.78973238339544460	3.69671942317084756	1.91684354041139349	1.00000000000000000	10.18238481424824649	1.00000000000000000	5.95178232877417734	2.20252290008079488	19.16293491826276352	20.47647781374682197	10.42799266841525885	2.21113175417900942	6.92398099047749938
ABHD17A	4.99091691035772023	17.23664177742401193	234.52571107518471649	26.52073319076140479	40.57281139719209762	182.49556218190775780	10.54098488329523775	142.44309577034749736	54.38983196068595305	12.17163101051110097	9.12944040537942847	202.20448102405393342	14.37324327888151387	8.55467679525855118	8.03767913790760602	22.92207632044333110	9.55575466193436363	20.64713741207939179	114.18957007369463952	32.23830092966025518	11.90412197994004728	12.13691993568454741	161.93033508543388166	12.85916735613863615	18.11374430387142809	29.96829115891535977	4.96743529636090031
ABHD17B	3.60769299432684898	7.91909169364005727	53.29152674506332943	25.87539438032123584	22.64057370495595123	58.84777810556716560	32.91664110534981802	116.59031926118477429	42.74810712595533602	8.81518416054779230	31.17271692586109566	136.42664878334358036	9.31125831599830001	1.00000000000000000	4.78356907146967192	9.61285054436464037	5.48922617849385652	1.00000000000000000	24.57457057972611381	17.14113400427067546	5.77069032238863855	7.24532505735143317	48.20688873243815209	38.51755173966980550	16.19308326839826861	15.33951278028052378	3.81226639260807554
ABHD17C	1.21532227940623638	3.80264951409561336	1.00000000000000000	1.00000000000000000	1.72885288031725337	1.00000000000000000	1.51268589990730584	1.00000000000000000	1.00000000000000000	1.67209269502449831	3.09462686317060198	1.00000000000000000	1.19796503818646616	24.06054477158916072	1.00000000000000000	6.82855844799780343	5.00166036398485669	1.00000000000000000	3.52310950473546525	1.00000000000000000	1.66172911309611870	12.31243498885115351	3.57579375206007910	1.00000000000000000	4.63599342612388554	1.00000000000000000	5.49341782220703223
