Mixture	Fetal Mesenchymal Stem Cells	Fetal CD14+ Monocytes	Fetal CD8+ Activated T Cells	Fetal Naive CD4+ T Cells	Fetal Naive CD8+ T Cells	Fetal Natural Killer T Cells	Fetal B Cells	Fetal GZMK+ Natural Killer	Fetal Memory CD4+ T Cells	Fetal Hofbauer Cells	Fetal Plasmacytoid Dendritic Cells	Fetal GZMB+ Natural Killer	Fetal Endothelial Cells	Fetal Syncytiotrophoblast	Fetal Fibroblasts	Fetal Cytotrophoblasts	Fetal Proliferative Cytotrophoblasts	Fetal Nucleated Red Blood Cells	Maternal CD8+ Activated T Cells	Maternal Naive CD4+ T Cells	Maternal FCGR3A+ Monocytes	Maternal CD14+ Monocytes	Maternal Natural Killer Cells	Maternal B Cells	Maternal Plasma Cells	Maternal Naive CD8+ T Cells	Fetal Extravillous Trophoblasts	P-value	Correlation	RMSE
SCP4809	0.05845230784791957	0.00749559543453820	0.00000000000000000	0.00000000000000000	0.06548112369257665	0.06206888042112778	0.00000000000000000	0.00000000000000000	0.01043813769707743	0.03222872502065278	0.03386729045639068	0.00000000000000000	0.04825895921133586	0.12124803334547180	0.08455638587690779	0.15716368075185894	0.00000000000000000	0.00195211231352101	0.00000000000000000	0.00000000000000000	0.01099088651174743	0.01944496102661600	0.05042989036849632	0.03377273643988823	0.00000000000000000	0.13024778468843984	0.07190250889543355	0.00000000000000000	0.97131847354252621	0.55076026274882361
SCP4913	0.06772838461061380	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.06244317660323296	0.03994561841988389	0.00000000000000000	0.00000000000000000	0.01061713748732326	0.03143456375392576	0.03884176412565821	0.00988989724911073	0.03164136204188245	0.11795268060146026	0.01143063195743349	0.22456670719971247	0.00000000000000000	0.00049927769490917	0.00000000000000000	0.00000000000000000	0.00672772468542075	0.02182385979695642	0.04133936933149798	0.01972711902766013	0.00043237086319927	0.18628883194304230	0.07666952260707686	0.00000000000000000	0.97908109956565315	0.55411368052868493
STP0105	0.06962171752319109	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.08050852438521602	0.02366427765182166	0.00482404904393104	0.00000000000000000	0.02469895998167255	0.01938990859625903	0.03220042865203269	0.02525344314669508	0.05825279152147844	0.15124643031515750	0.02861683109541947	0.21026229834270191	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00074284141674374	0.02579240530595817	0.02874853257924814	0.00973695251610819	0.00000000000000000	0.12816600528211003	0.07827360264425517	0.00000000000000000	0.97427263360745264	0.44740360143712882
STP0148	0.09993676998900081	0.00000000000000000	0.01845450616080398	0.04089415928081484	0.01945916766955448	0.04352359199984109	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04616299785249085	0.06137202886316172	0.00000000000000000	0.01260183657633272	0.02174684401995988	0.00511271249828602	0.49294481017420266	0.00000000000000000	0.00092126913611878	0.00051114241194971	0.00000000000000000	0.02521701415602669	0.00624677200545141	0.00006638813372185	0.04757341069287271	0.00192945463368794	0.01689895584379078	0.03842616790193102	0.00000000000000000	0.65104299537766430	0.92592312539551225
STP0378	0.07095115271707199	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02795039735235849	0.05827398231208119	0.00000000000000000	0.00000000000000000	0.04266438325531562	0.04277539540135963	0.07338698058115153	0.02651501516089610	0.05969069824738881	0.07978982615400917	0.03802204104489066	0.19849402092914409	0.00000000000000000	0.00009645143821871	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03029172540789211	0.01410741450612540	0.04802602603524354	0.00000000000000000	0.12017432681111845	0.06879016264573468	0.00000000000000000	0.97401653618834472	0.69000267748095268
STP0583	0.03716230884292884	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05763949674253638	0.04575080004191563	0.01081354420333712	0.00000000000000000	0.00000000000000000	0.02151722362787922	0.08702059055056932	0.02763407822132157	0.05046501754168424	0.02439331233454279	0.00596530124063666	0.18405551681835480	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03406594072968149	0.00418674998615707	0.02895011945986638	0.00000000000000000	0.11620032961473387	0.26417967004385445	0.00000000000000000	0.89315947883761959	0.86311101605409823
STP0596	0.13542927964700824	0.00000000000000000	0.01302885644878259	0.00000000000000000	0.00000000000000000	0.01400689122912354	0.05139409909010338	0.00000000000000000	0.03334090576300674	0.18268857555437040	0.04982892488743554	0.00252564182822240	0.06567696236803783	0.00000000000000000	0.10121274649025878	0.03348841280870156	0.05451315214927153	0.00526365681593172	0.00000000000000000	0.04795293287424043	0.04312473960563631	0.02729413932184431	0.01714122164678946	0.01334435003342497	0.00000000000000000	0.04714555210763685	0.06159895933017331	0.00000000000000000	0.88483752221564460	0.94551303878076909
STP0795	0.08578408317594526	0.00000000000000000	0.00139558382682016	0.00000000000000000	0.01279634255509746	0.01322120226139868	0.02530477618281852	0.00000000000000000	0.13181329568912248	0.02395769987607936	0.03230097875203856	0.02207956645438381	0.04340161475641283	0.09374073777934980	0.03777286618199645	0.09906841831556555	0.00657028476416539	0.00073182490387455	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03616836912909958	0.03416120831467764	0.00000000000000000	0.00000000000000000	0.25422757402705570	0.04550357305409820	0.00000000000000000	0.98936993269947260	0.63923626491351504
STP0932	0.07000442946794579	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04938985828609477	0.04052413481129322	0.00000000000000000	0.00356004005666461	0.02051458879509835	0.02399042246963853	0.04722523247427587	0.00000000000000000	0.06245792033760400	0.08695242718206436	0.02808547222716972	0.27706390446148832	0.00000000000000000	0.00028401664447574	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02718382103733973	0.04166128085390147	0.03292758700993394	0.00000000000000000	0.08829460311934889	0.09988026076566256	0.00000000000000000	0.96184500204637391	0.66458184225742656
STP0944	0.08383626346300767	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05465570224136171	0.01355017747567307	0.01917087995733488	0.00000000000000000	0.09519839632364085	0.03270366710402868	0.04648960512390445	0.01822819222574618	0.06742392948506488	0.06782931154267294	0.03298054307554859	0.14863713501591241	0.00000000000000000	0.00015721418854215	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03760567028569677	0.03217891199762045	0.00654164933312284	0.00000000000000000	0.16106530722925930	0.08174744393186220	0.00000000000000000	0.96983169514164458	0.73217775096119497
STP1002	0.11112555090017973	0.00000000000000000	0.01609389811568092	0.00000000000000000	0.03790913087000213	0.06349678826443829	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05471804812667334	0.05901394541128850	0.00894129885046850	0.06182163185875263	0.07478272602350847	0.01574381947688204	0.16935409071795005	0.01611147977143301	0.00077963392073621	0.00000000000000000	0.00400484834395491	0.00000000000000000	0.04964602178883857	0.02407028804872410	0.03877473598180914	0.00000000000000000	0.15964538546812679	0.03396667806055288	0.00000000000000000	0.94786910090894672	0.72537572745296652
